OBJECTID,Join_Count,TARGET_FID,Field1,lat,lon,diam,radius,BUFF_DIST,ORIG_FID,Group_ID,Central_La,Central_Lo,Geodesic_a,Shape_Length,Shape_Area
1398,0,1398,1,-8.929666068,-38.7640587,7.30115,3.650575 Kilometer,3650.575,1397,,,,,0.54200298,0.02337173
1399,0,1399,1,-9.43975669,-31.7184597,7.29064,3.64532 Kilometer,3645.32,1398,,,,,0.541616229,0.023338062
1400,0,1400,1,16.51652831,-57.4816605,7.28379,3.641895 Kilometer,3641.895,1399,,,,,0.549037967,0.023967755
1401,0,1401,1,35.77758941,-57.2461506,7.27502,3.63751 Kilometer,3637.51,1400,,,,,0.600817771,0.028255367
1402,0,1402,1,16.78102788,-58.5971619,7.27375,3.636875 Kilometer,3636.875,1401,,,,,0.548671168,0.023934615
1403,0,1403,1,28.65640602,-66.33449121,7.263279,3.6316395 Kilometer,3631.6395,1402,,,,,0.573910693,0.026038908
1404,0,1404,1,29.38672103,-33.2802598,7.25558,3.62779 Kilometer,3627.79,1403,,,,,0.57553724,0.02616814
1405,0,1405,1,25.40472355,-33.8849617,7.25088,3.62544 Kilometer,3625.44,1404,,,,,0.563982898,0.025209224
1406,0,1406,1,20.55202743,-42.0225617,7.24545,3.622725 Kilometer,3622.725,1405,,,,,0.552900686,0.024282912
1407,0,1407,1,9.579976141,-41.78652447,7.237836,3.618918 Kilometer,3618.918,1406,,,,,0.537804106,0.023010532
1408,0,1408,1,-8.964466741,-27.2152611,7.23382,3.61691 Kilometer,3616.91,1407,,,,,0.537029903,0.022944727
1409,0,1409,1,0.334154943,-48.9585297,7.227463,3.6137315 Kilometer,3613.7315,1408,,,,,0.533260345,0.022625028
1410,0,1410,1,9.085423985,-50.52709237,7.217329,3.6086645 Kilometer,3608.6645,1409,,,,,0.535896308,0.022847891
1411,0,1411,1,26.65002316,-72.97006,7.21325,3.606625 Kilometer,3606.625,1410,,,,,0.564281239,0.025214458
1412,0,1412,1,-4.323269248,-63.0123612,7.20771,3.603855 Kilometer,3603.855,1411,,,,,0.532557416,0.022565352
1413,0,1413,1,-11.22323736,-59.1168086,7.204213,3.6021065 Kilometer,3602.1065,1412,,,,,0.536734493,0.022917585
1414,0,1414,1,8.225054196,-35.8694588,7.18207,3.591035 Kilometer,3591.035,1413,,,,,0.532663887,0.022573539
1415,0,1415,1,17.75662877,-51.2991616,7.16933,3.584665 Kilometer,3584.665,1414,,,,,0.542276743,0.023375632
1416,0,1416,1,-5.668608353,-28.2192608,7.1551,3.57755 Kilometer,3577.55,1415,,,,,0.529213939,0.022282709
1417,0,1417,1,19.76372672,-45.9739624,7.14981,3.574905 Kilometer,3574.905,1416,,,,,0.544160397,0.023526814
1418,0,1418,1,-3.989459369,-67.6683632,7.14487,3.572435 Kilometer,3572.435,1417,,,,,0.527801651,0.022164089
1419,0,1419,1,26.36102413,-37.9772622,7.12677,3.563385 Kilometer,3563.385,1418,,,,,0.556756309,0.024551515
1420,0,1420,1,1.103967798,-35.0181595,7.12342,3.56171 Kilometer,3561.71,1419,,,,,0.525627384,0.021981904
1421,0,1421,1,19.76372681,-73.4221627,7.1224,3.5612 Kilometer,3561.2,1420,,,,,0.542074267,0.023346772
1422,0,1422,1,-11.2711524,-22.77429068,7.1176,3.5588 Kilometer,3558.8,1421,,,,,0.53032558,0.022373438
1423,0,1423,1,2.65911687,-56.0197617,7.1171,3.55855 Kilometer,3558.55,1422,,,,,0.525395349,0.021962492
1424,0,1424,1,19.21012688,-43.4493615,7.10881,3.554405 Kilometer,3554.405,1423,,,,,0.540074978,0.023178378
1425,0,1425,1,29.24897805,-74.40715567,7.105937,3.5529685 Kilometer,3552.9685,1424,,,,,0.563246939,0.025065856
1426,0,1426,1,25.20832458,-66.1828591,7.10366,3.55183 Kilometer,3551.83,1425,,,,,0.552049786,0.024156615
1427,0,1427,1,17.91872868,-32.6637589,7.09743,3.548715 Kilometer,3548.715,1426,,,,,0.537091796,0.022929988
1428,0,1428,1,19.47612756,-46.2440621,7.09724,3.54862 Kilometer,3548.62,1427,,,,,0.539654681,0.023140674
1429,0,1429,1,-9.300717047,-36.4213616,7.09568,3.54784 Kilometer,3547.84,1428,,,,,0.527024757,0.022097486
1430,0,1430,1,4.45058705,-60.11159164,7.084793,3.5423965 Kilometer,3542.3965,1429,,,,,0.52351942,0.021805872
1431,0,1431,1,2.826097239,-44.94721367,7.083421,3.5417105 Kilometer,3541.7105,1430,,,,,0.522945647,0.021758163
1432,0,1432,1,23.65861714,-27.37085809,7.074026,3.537013 Kilometer,3537.013,1431,,,,,0.546143087,0.023662895
1433,0,1433,1,7.028674874,-27.0155598,7.07129,3.535645 Kilometer,3535.645,1432,,,,,0.523709458,0.021821315
1434,0,1434,1,-7.179788022,-48.4751603,7.06875,3.534375 Kilometer,3534.375,1433,,,,,0.523607889,0.02181281
1435,0,1435,1,-7.441867587,-44.8818604,7.0646,3.5323 Kilometer,3532.3,1434,,,,,0.523454995,0.021799995
1436,0,1436,1,4.209163708,-62.23020657,7.063999,3.5319995 Kilometer,3531.9995,1435,,,,,0.521899443,0.021671144
1437,0,1437,1,-9.694516685,-69.065664,7.05986,3.52993 Kilometer,3529.93,1436,,,,,0.524668206,0.02189999
1438,0,1438,1,21.69132675,-58.0335595,7.05939,3.529695 Kilometer,3529.695,1437,,,,,0.540882331,0.023229275
1439,0,1439,1,25.41012405,-31.5834614,7.05384,3.52692 Kilometer,3526.92,1438,,,,,0.54866855,0.023858538
1440,0,1440,1,14.9640541,-54.01127348,7.05316,3.52658 Kilometer,3526.58,1439,,,,,0.529566877,0.022302622
1441,0,1441,1,33.03347062,-68.32105779,7.05018,3.52509 Kilometer,3525.09,1440,,,,,0.571426021,0.025679056
1442,0,1442,1,-3.210059935,-42.1752602,7.04858,3.52429 Kilometer,3524.29,1441,,,,,0.52046475,0.021552138
1443,0,1443,1,31.39462889,-45.32368188,7.045058,3.522529 Kilometer,3522.529,1442,,,,,0.565251677,0.025183733
1444,0,1444,1,27.87481576,-62.75922008,7.041043,3.5205215 Kilometer,3520.5215,1443,,,,,0.554119444,0.024290756
1445,0,1445,1,23.85152904,-63.31826915,7.034514101,3.5172570505 Kilometer,3517.257051,1444,,,,,0.543521083,0.023433863
1446,0,1446,1,31.71290806,-59.83668252,7.0239,3.51195 Kilometer,3511.95,1445,,,,,0.564631173,0.025118234
1447,0,1447,1,22.59412596,-49.6669594,7.01428,3.50714 Kilometer,3507.14,1446,,,,,0.53925109,0.023080872
1448,0,1448,1,-4.77981924,-61.9085595,7.00746,3.50373 Kilometer,3503.73,1447,,,,,0.51792469,0.021342209
1449,0,1449,1,-11.13815572,-28.3072602,6.99036,3.49518 Kilometer,3495.18,1448,,,,,0.520722851,0.021570614
1450,0,1450,1,17.46002904,-31.1607605,6.98628,3.49314 Kilometer,3493.14,1449,,,,,0.527980861,0.022160635
1451,0,1451,1,23.15682602,-57.0882622,6.98529,3.492645 Kilometer,3492.645,1450,,,,,0.538204561,0.022985526
1452,0,1452,1,6.713864829,-69.9933602,6.98387,3.491935 Kilometer,3491.935,1451,,,,,0.51706215,0.021270902
1453,0,1453,1,-6.795138014,-65.7190606,6.98249,3.491245 Kilometer,3491.245,1452,,,,,0.517003633,0.021266069
1454,0,1454,1,-7.622327598,-69.4884621,6.96973,3.484865 Kilometer,3484.865,1453,,,,,0.516533068,0.021227143
1455,0,1455,1,25.18222416,-38.97837251,6.96736,3.48368 Kilometer,3483.68,1454,,,,,0.541394318,0.023233396
1456,0,1456,1,-1.479400859,-73.0875603,6.96538,3.48269 Kilometer,3482.69,1455,,,,,0.514003079,0.021020331
1457,0,1457,1,27.92332351,-22.1776597,6.96372,3.48186 Kilometer,3481.86,1456,,,,,0.548168434,0.023770828
1458,0,1458,1,34.13810079,-62.25859994,6.96055,3.480275 Kilometer,3480.275,1457,,,,,0.568279809,0.025352803
1459,0,1459,1,-6.73682808,-57.0824601,6.94687,3.473435 Kilometer,3473.435,1458,,,,,0.514334267,0.021046989
1460,0,1460,1,34.28784737,-46.29489563,6.945164,3.472582 Kilometer,3472.582,1459,,,,,0.567598276,0.025285592
1461,0,1461,1,34.35352717,-62.36590008,6.94277,3.471385 Kilometer,3471.385,1460,,,,,0.567656348,0.025287946
1462,0,1462,1,33.76233707,-40.49703801,6.942761,3.4713805 Kilometer,3471.3805,1461,,,,,0.565402711,0.02511211
1463,0,1463,1,1.28008784,-39.0928589,6.92972,3.46486 Kilometer,3464.86,1462,,,,,0.511349418,0.020803787
1464,0,1464,1,-1.538090837,-32.3819596,6.92891,3.464455 Kilometer,3464.455,1463,,,,,0.511317972,0.020801227
1465,0,1465,1,21.75672635,-34.8596589,6.92797,3.463985 Kilometer,3463.985,1464,,,,,0.530939695,0.022382485
1466,0,1466,1,11.20936488,-28.21709291,6.92557,3.462785 Kilometer,3462.785,1465,,,,,0.515960034,0.021177689
1467,0,1467,1,13.77923171,-55.22706,6.9199,3.45995 Kilometer,3459.95,1466,,,,,0.518153183,0.021354251
1468,0,1468,1,-11.55845612,-48.6336609,6.91636,3.45818 Kilometer,3458.18,1467,,,,,0.515594748,0.021147327
1469,0,1469,1,14.08703097,-43.1205613,6.91068,3.45534 Kilometer,3455.34,1468,,,,,0.517815473,0.021325788
1470,0,1470,1,-7.424407867,-63.8226601,6.9092,3.4546 Kilometer,3454.6,1469,,,,,0.511928849,0.020850407
1471,0,1471,1,5.394245878,-38.9695603,6.90081,3.450405 Kilometer,3450.405,1470,,,,,0.510285633,0.020717166
1472,0,1472,1,-8.157407306,-65.4431588,6.8971,3.44855 Kilometer,3448.55,1471,,,,,0.51148289,0.020813842
1473,0,1473,1,8.538754093,-68.6488625,6.89062,3.44531 Kilometer,3445.31,1472,,,,,0.511253938,0.02079505
1474,0,1474,1,18.64362818,-36.3861596,6.87608,3.43804 Kilometer,3438.04,1473,,,,,0.521470724,0.021611936
1475,0,1475,1,-7.831787807,-49.4027611,6.86666,3.43333 Kilometer,3433.33,1474,,,,,0.509020814,0.020614065
1476,0,1476,1,1.913997438,-58.3329598,6.86436,3.43218 Kilometer,3432.18,1475,,,,,0.506604607,0.020419499
1477,0,1477,1,34.99697865,-48.79600832,6.85366,3.42683 Kilometer,3426.83,1476,,,,,0.562870026,0.024835175
1478,0,1478,1,25.59562394,-45.4748589,6.85187,3.425935 Kilometer,3425.935,1477,,,,,0.533401285,0.022546497
1479,0,1479,1,14.11543149,-52.2503602,6.84676,3.42338 Kilometer,3423.38,1478,,,,,0.513057878,0.020935591
1480,0,1480,1,12.10823234,-51.7571618,6.83983,3.419915 Kilometer,3419.915,1479,,,,,0.510409977,0.020723421
1481,0,1481,1,-9.786478369,-66.68505562,6.826756,3.413378 Kilometer,3413.378,1480,,,,,0.507413768,0.020483071
1482,0,1482,1,32.67611453,-21.51137221,6.82371,3.411855 Kilometer,3411.855,1481,,,,,0.551811442,0.023958816
1483,0,1483,1,36.63887158,-29.43293105,6.81099,3.405495 Kilometer,3405.495,1482,,,,,0.566092938,0.025039332
1484,0,1484,1,-0.866461585,-37.45219777,6.802836,3.401418 Kilometer,3401.418,1483,,,,,0.501951856,0.020046092
1485,0,1485,1,35.30358178,-71.20283294,6.80055,3.400275 Kilometer,3400.275,1484,,,,,0.559718714,0.024543925
1486,0,1486,1,14.92263068,-68.5313622,6.79506,3.39753 Kilometer,3397.53,1485,,,,,0.510136172,0.020695987
1487,0,1487,1,2.042889264,-62.68501807,6.777608,3.388804 Kilometer,3388.804,1486,,,,,0.500220825,0.019908065
1488,0,1488,1,28.0271242,-32.0942589,6.76827,3.384135 Kilometer,3384.135,1487,,,,,0.533061725,0.022476562
1489,0,1489,1,18.2425285,-43.2085587,6.76692,3.38346 Kilometer,3383.46,1488,,,,,0.512569089,0.020882257
1490,0,1490,1,16.15580711,-29.11977579,6.749745,3.3748725 Kilometer,3374.8725,1489,,,,,0.508295374,0.020543457
1491,0,1491,1,18.71592849,-57.7634598,6.74827,3.374135 Kilometer,3374.135,1490,,,,,0.511890673,0.020824733
1492,0,1492,1,18.78262837,-48.8332612,6.7456,3.3728 Kilometer,3372.8,1491,,,,,0.51179338,0.020816481
1493,0,1493,1,6.60696651,-56.76066841,6.719827,3.3599135 Kilometer,3359.9135,1492,,,,,0.497456618,0.019688266
1494,0,1494,1,27.62090501,-21.58577101,6.719669,3.3598345 Kilometer,3359.8345,1493,,,,,0.528153096,0.022072045
1495,0,1495,1,23.95457732,-63.69361429,6.714117,3.3570585 Kilometer,3357.0585,1494,,,,,0.518984012,0.021364462
1496,0,1496,1,-7.26134798,-28.3894612,6.68918,3.34459 Kilometer,3344.59,1495,,,,,0.495533811,0.019536209
1497,0,1497,1,7.413145082,-57.9924599,6.68712,3.34356 Kilometer,3343.56,1496,,,,,0.495466233,0.01953084
1498,0,1498,1,15.44403106,-30.9141613,6.68137,3.340685 Kilometer,3340.685,1497,,,,,0.50223648,0.020058595
1499,0,1499,1,13.69363145,-49.5201622,6.67315,3.336575 Kilometer,3336.575,1498,,,,,0.499582144,0.019851013
1500,0,1500,1,27.66882365,-53.8708588,6.66728,3.33364 Kilometer,3333.64,1499,,,,,0.524160623,0.021738744
1501,0,1501,1,30.59785201,-67.75389991,6.66517,3.332585 Kilometer,3332.585,1500,,,,,0.532284172,0.022353075
1502,0,1502,1,14.42843143,-49.1326615,6.65176,3.32588 Kilometer,3325.88,1501,,,,,0.498799507,0.019787414
1503,0,1503,1,12.31483277,-54.1643616,6.64907,3.324535 Kilometer,3324.535,1502,,,,,0.496371066,0.019598775
1504,0,1504,1,-10.56756461,-30.40144501,6.644753,3.3223765 Kilometer,3322.3765,1503,,,,,0.494497156,0.019452893
1505,0,1505,1,12.61303224,-54.769159,6.64143,3.320715 Kilometer,3320.715,1504,,,,,0.496091088,0.019576269
1506,0,1506,1,10.53178163,-27.07157501,6.635877,3.3179385 Kilometer,3317.9385,1505,,,,,0.49380676,0.019398581
1507,0,1507,1,20.13902948,-37.4253594,6.62838,3.31419 Kilometer,3314.19,1506,,,,,0.505099455,0.020267898
1508,0,1508,1,27.42932388,-41.9697625,6.62085,3.310425 Kilometer,3310.425,1507,,,,,0.519891409,0.021390201
1509,0,1509,1,30.60741892,-59.84168475,6.619930122,3.309965061 Kilometer,3309.965061,1508,,,,,0.528699501,0.022052702
1510,0,1510,1,30.86142376,-71.90637492,6.619676,3.309838 Kilometer,3309.838,1509,,,,,0.529455313,0.022109209
1511,0,1511,1,1.872917524,-53.2543618,6.61733,3.308665 Kilometer,3308.665,1510,,,,,0.488365247,0.018975463
1512,0,1512,1,3.081356869,-55.2035614,6.61132,3.30566 Kilometer,3305.66,1511,,,,,0.488144526,0.018958301
1513,0,1513,1,-8.564058054,-43.3671624,6.6072,3.3036 Kilometer,3303.6,1512,,,,,0.490239594,0.019120498
1514,0,1514,1,18.53783027,-70.251661,6.60648,3.30324 Kilometer,3303.24,1513,,,,,0.500860604,0.019937672
1515,0,1515,1,16.33073152,-40.4021622,6.59131,3.295655 Kilometer,3295.655,1514,,,,,0.496590315,0.019607546
1516,0,1516,1,9.929713618,-54.7104622,6.58188,3.29094 Kilometer,3290.94,1515,,,,,0.489318775,0.019048008
1517,0,1517,1,3.784716661,-65.3961617,6.57999,3.289995 Kilometer,3289.995,1516,,,,,0.486010455,0.018792881
1518,0,1518,1,34.61414182,-41.37077024,6.574864,3.287432 Kilometer,3287.432,1517,,,,,0.538534614,0.022749428
1519,0,1519,1,13.01383198,-40.3962609,6.57036,3.28518 Kilometer,3285.18,1518,,,,,0.49117962,0.019189928
1520,0,1520,1,35.14704738,-41.7872663,6.56831,3.284155 Kilometer,3284.155,1519,,,,,0.540002938,0.022851784
1521,0,1521,1,13.09393194,-40.5899598,6.56824,3.28412 Kilometer,3284.12,1520,,,,,0.491102285,0.019183763
1522,0,1522,1,24.033927,-32.4758622,6.56735,3.283675 Kilometer,3283.675,1521,,,,,0.507805592,0.020453116
1523,0,1523,1,17.04503132,-31.8535611,6.56673,3.283365 Kilometer,3283.365,1522,,,,,0.49569374,0.019534452
1524,0,1524,1,-0.046840993,-46.9016625,6.56041,3.280205 Kilometer,3280.205,1523,,,,,0.484035208,0.018640469
1525,0,1525,1,27.47622592,-34.4016625,6.55763,3.278815 Kilometer,3278.815,1524,,,,,0.515046454,0.020992583
1526,0,1526,1,-2.588450544,-30.4326607,6.55369,3.276845 Kilometer,3276.845,1525,,,,,0.48378628,0.018621293
1527,0,1527,1,31.34050134,-35.41823663,6.5532,3.2766 Kilometer,3276.6,1526,,,,,0.525615648,0.02177696
1528,0,1528,1,-3.649649967,-30.3622605,6.54706,3.27353 Kilometer,3273.53,1527,,,,,0.483541095,0.018602402
1529,0,1529,1,3.790576776,-33.3624588,6.54612,3.27306 Kilometer,3273.06,1528,,,,,0.483510392,0.018600035
1530,0,1530,1,35.43483973,-40.43068598,6.54502,3.27251 Kilometer,3272.51,1529,,,,,0.539190456,0.022770827
1531,0,1531,1,14.23503146,-45.9269616,6.53653,3.268265 Kilometer,3268.265,1530,,,,,0.489940831,0.019091077
1532,0,1532,1,8.614234007,-68.002958,6.52005,3.260025 Kilometer,3260.025,1531,,,,,0.483804756,0.018621765
1533,0,1533,1,-4.574989569,-69.9522606,6.51317,3.256585 Kilometer,3256.585,1532,,,,,0.481317257,0.018431588
1534,0,1534,1,4.838646325,-66.6467568,6.51084,3.25542 Kilometer,3255.42,1533,,,,,0.481236461,0.018425382
1535,0,1535,1,-3.772100285,-22.47282551,6.507066,3.253533 Kilometer,3253.533,1534,,,,,0.480619887,0.018378254
1536,0,1536,1,-7.293194825,-58.08860865,6.503197,3.2515985 Kilometer,3251.5985,1535,,,,,0.481771897,0.018466038
1537,0,1537,1,4.019046607,-45.28116,6.48461,3.242305 Kilometer,3242.305,1536,,,,,0.479031673,0.018256983
1538,0,1538,1,21.72952903,-65.0203606,6.47294,3.23647 Kilometer,3236.47,1537,,,,,0.496014907,0.019534693
1539,0,1539,1,9.93528648,-64.70409215,6.472442,3.236221 Kilometer,3236.221,1538,,,,,0.481186171,0.018420043
1540,0,1540,1,-5.645239122,-41.7818619,6.46894,3.23447 Kilometer,3234.47,1539,,,,,0.478449356,0.018212503
1541,0,1541,1,20.04173936,-32.89593315,6.466202,3.233101 Kilometer,3233.101,1540,,,,,0.492580108,0.019276136
1542,0,1542,1,9.773514349,-32.2234589,6.46534,3.23267 Kilometer,3232.67,1541,,,,,0.48053901,0.018370629
1543,0,1543,1,-6.742658846,-51.79236,6.45549,3.227745 Kilometer,3227.745,1542,,,,,0.477953295,0.01817459
1544,0,1544,1,6.824655483,-51.809961,6.45458,3.22729 Kilometer,3227.29,1543,,,,,0.477926813,0.018172559
1545,0,1545,1,19.15730333,-51.92429331,6.447759,3.2238795 Kilometer,3223.8795,1544,,,,,0.489766864,0.019061272
1546,0,1546,1,-9.457127046,-67.2690636,6.44512,3.22256 Kilometer,3222.56,1545,,,,,0.478809757,0.018238832
1547,0,1547,1,-10.0615392,-68.18408995,6.435689,3.2178445 Kilometer,3217.8445,1546,,,,,0.478547822,0.018218521
1548,0,1548,1,-8.105097861,-31.2018601,6.4355,3.21775 Kilometer,3217.75,1547,,,,,0.477216746,0.01811826
1549,0,1549,1,-11.25395401,-22.45719208,6.43515,3.217575 Kilometer,3217.575,1548,,,,,0.479458025,0.018286952
1550,0,1550,1,17.45659671,-26.00172715,6.43333,3.216665 Kilometer,3216.665,1549,,,,,0.486183016,0.018790473
1551,0,1551,1,6.533055432,-69.6293618,6.4324,3.2162 Kilometer,3216.2,1550,,,,,0.476141102,0.018037011
1552,0,1552,1,17.47683044,-48.5807587,6.43234,3.21617 Kilometer,3216.17,1551,,,,,0.486136165,0.018786777
1553,0,1553,1,3.913606784,-30.3152615,6.42625,3.213125 Kilometer,3213.125,1552,,,,,0.474689386,0.01792744
1554,0,1554,1,32.39502219,-69.26376615,6.41957,3.209785 Kilometer,3209.785,1553,,,,,0.51821163,0.0211381
1555,0,1555,1,-8.418877657,-72.934858,6.40446,3.20223 Kilometer,3202.23,1554,,,,,0.475104589,0.017958062
1556,0,1556,1,-9.862317419,-41.8053605,6.40434,3.20217 Kilometer,3202.17,1555,,,,,0.476068933,0.018030331
1557,0,1557,1,30.05925912,-37.90341771,6.40032,3.20016 Kilometer,3200.16,1556,,,,,0.509573033,0.020498475
1558,0,1558,1,-10.12255691,-41.7525612,6.39921,3.199605 Kilometer,3199.605,1557,,,,,0.475880153,0.018015869
1559,0,1559,1,-1.156925601,-59.93946941,6.392942,3.196471 Kilometer,3196.471,1558,,,,,0.471725704,0.017704318
1560,0,1560,1,15.09283175,-48.522062,6.39268,3.19634 Kilometer,3196.34,1559,,,,,0.480120771,0.018331603
1561,0,1561,1,-9.762943551,-34.37461374,6.362093,3.1810465 Kilometer,3181.0465,1560,,,,,0.472856775,0.017787901
1562,0,1562,1,1.649887686,-72.6060616,6.35395,3.176975 Kilometer,3176.975,1561,,,,,0.468897969,0.017492698
1563,0,1563,1,35.02160287,-35.71714416,6.34152,3.17076 Kilometer,3170.76,1562,,,,,0.520895542,0.021267973
1564,0,1564,1,6.684705449,-49.1914612,6.33913,3.169565 Kilometer,3169.565,1563,,,,,0.469309354,0.017523101
1565,0,1565,1,36.35525599,-42.75765504,6.330563,3.1652815 Kilometer,3165.2815,1564,,,,,0.525039478,0.02155175
1566,0,1566,1,18.71032961,-52.2738625,6.32898,3.16449 Kilometer,3164.49,1565,,,,,0.480073304,0.018316134
1567,0,1567,1,15.38173216,-48.9271599,6.32564,3.16282 Kilometer,3162.82,1566,,,,,0.475420089,0.017973682
1568,0,1568,1,12.52133324,-67.1222588,6.32053,3.160265 Kilometer,3160.265,1567,,,,,0.472032224,0.017723423
1569,0,1569,1,11.27050138,-30.35429231,6.31681,3.158405 Kilometer,3158.405,1568,,,,,0.470653154,0.017621338
1570,0,1570,1,-4.071459808,-41.6233613,6.30816,3.15408 Kilometer,3154.08,1569,,,,,0.466010511,0.017277825
1571,0,1571,1,4.224026516,-30.4796597,6.30706,3.15353 Kilometer,3153.53,1570,,,,,0.465974326,0.017275135
1572,0,1572,1,6.299286622,-30.27109961,6.304942,3.152471 Kilometer,3152.471,1571,,,,,0.46659803,0.017321221
1573,0,1573,1,31.56652882,-43.56563783,6.294289,3.1471445 Kilometer,3147.1445,1572,,,,,0.505528434,0.020138322
1574,0,1574,1,32.24940136,-58.38461404,6.289039,3.1445195 Kilometer,3144.5195,1573,,,,,0.507214564,0.020254493
1575,0,1575,1,-3.227650371,-68.2554604,6.28844,3.14422 Kilometer,3144.22,1574,,,,,0.464335233,0.017153848
1576,0,1576,1,26.63952695,-74.1678597,6.2859,3.14295 Kilometer,3142.95,1575,,,,,0.491704873,0.019145156
1577,0,1577,1,6.172481404,-36.3992033,6.281613,3.1408065 Kilometer,3140.8065,1576,,,,,0.464815108,0.01718912
1578,0,1578,1,-8.889067598,-64.5330636,6.28009,3.140045 Kilometer,3140.045,1577,,,,,0.46617116,0.017288834
1579,0,1579,1,21.60402991,-42.5098588,6.26997,3.134985 Kilometer,3134.985,1578,,,,,0.480239466,0.01831263
1580,0,1580,1,15.3308319,-42.0343606,6.26944,3.13472 Kilometer,3134.72,1579,,,,,0.471137188,0.017651421
1581,0,1581,1,5.54037589,-67.4804589,6.26913,3.134565 Kilometer,3134.565,1580,,,,,0.463627983,0.017101507
1582,0,1582,1,18.99373116,-27.9373604,6.26064,3.13032 Kilometer,3130.32,1581,,,,,0.475307269,0.017953011
1583,0,1583,1,21.89302941,-28.3072602,6.25737,3.128685 Kilometer,3128.685,1582,,,,,0.479783536,0.01827584
1584,0,1584,1,3.14585709,-31.2076603,6.25706,3.12853 Kilometer,3128.53,1583,,,,,0.461999767,0.016981726
1585,0,1585,1,15.75513183,-35.9575593,6.25654,3.12827 Kilometer,3128.27,1584,,,,,0.470665772,0.017615101
1586,0,1586,1,33.8966827,-62.12064262,6.25311,3.126555 Kilometer,3126.555,1585,,,,,0.509689931,0.0204022
1587,0,1587,1,-9.132637839,-26.6633603,6.24388,3.12194 Kilometer,3121.94,1586,,,,,0.463640998,0.017101564
1588,0,1588,1,15.41876292,-38.12997831,6.24264,3.12132 Kilometer,3121.32,1587,,,,,0.469224916,0.017508221
1589,0,1589,1,25.73556138,-36.90267506,6.240884,3.120442 Kilometer,3120.442,1588,,,,,0.486140297,0.018726059
1590,0,1590,1,5.353326189,-24.3970601,6.2392,3.1196 Kilometer,3119.6,1589,,,,,0.46134248,0.016933333
1591,0,1591,1,35.13893198,-23.72679818,6.225583,3.1127915 Kilometer,3112.7915,1590,,,,,0.51179348,0.020526653
1592,0,1592,1,18.52113048,-27.9608609,6.22089,3.110445 Kilometer,3110.445,1591,,,,,0.4716006,0.017676056
1593,0,1593,1,28.81722617,-74.2089592,6.21841,3.109205 Kilometer,3109.205,1592,,,,,0.491757847,0.019114269
1594,0,1594,1,13.08813327,-26.5165612,6.21681,3.108405 Kilometer,3108.405,1593,,,,,0.464817493,0.017184991
1595,0,1595,1,5.368495032,-40.66908295,6.208015,3.1040075 Kilometer,3104.0075,1594,,,,,0.459041519,0.016764785
1596,0,1596,1,-2.254060701,-47.0014588,6.20443,3.102215 Kilometer,3102.215,1595,,,,,0.457944723,0.016684885
1597,0,1597,1,-3.395734081,-56.2369591,6.19827,3.099135 Kilometer,3099.135,1596,,,,,0.457715241,0.016668152
1598,0,1598,1,31.38909704,-65.98753433,6.184942,3.092471 Kilometer,3092.471,1597,,,,,0.496218714,0.019407731
1599,0,1599,1,31.69987038,-45.62707842,6.17864,3.08932 Kilometer,3089.32,1598,,,,,0.496637766,0.019432798
1600,0,1600,1,24.92112732,-55.503061,6.17218,3.08609 Kilometer,3086.09,1599,,,,,0.479051081,0.01819309
1601,0,1601,1,6.568055547,-50.3304612,6.1686,3.0843 Kilometer,3084.3,1600,,,,,0.456628571,0.016588851
1602,0,1602,1,-7.720679793,-41.83775212,6.165807,3.0829035 Kilometer,3082.9035,1601,,,,,0.457001035,0.016615678
1603,0,1603,1,35.09689441,-72.71269918,6.1638,3.0819 Kilometer,3081.9,1602,,,,,0.506564146,0.02011088
1604,0,1604,1,-0.046840995,-53.1662613,6.15259,3.076295 Kilometer,3076.295,1603,,,,,0.453942752,0.016394545
1605,0,1605,1,0.704734105,-57.8515603,6.15214,3.07607 Kilometer,3076.07,1604,,,,,0.453926643,0.016393382
1606,0,1606,1,2.45380751,-46.566961,6.14699,3.073495 Kilometer,3073.495,1605,,,,,0.453737647,0.016379728
1607,0,1607,1,2.940627218,-51.6984612,6.14453,3.072265 Kilometer,3072.265,1606,,,,,0.453646923,0.016373173
1608,0,1608,1,36.19933065,-57.03921461,6.13537,3.067685 Kilometer,3067.685,1607,,,,,0.508260528,0.020202678
1609,0,1609,1,17.79583121,-29.6576611,6.13326,3.06663 Kilometer,3066.63,1608,,,,,0.463956306,0.01711039
1610,0,1610,1,23.4835221,-27.24797449,6.129979,3.0649895 Kilometer,3064.9895,1609,,,,,0.472915468,0.017743781
1611,0,1611,1,12.30165225,-62.73915556,6.116227,3.0581135 Kilometer,3058.1135,1610,,,,,0.456576722,0.01658194
1612,0,1612,1,33.45016681,-43.35078261,6.1151,3.05755 Kilometer,3057.55,1611,,,,,0.49697,0.019410246
1613,0,1613,1,-6.620188803,-47.8410622,6.11148,3.05574 Kilometer,3055.74,1612,,,,,0.452423403,0.016284653
1614,0,1614,1,-7.488448868,-45.7156617,6.10002,3.05001 Kilometer,3050.01,1613,,,,,0.452001079,0.016254091
1615,0,1615,1,13.24253331,-22.2011601,6.10001,3.050005 Kilometer,3050.005,1614,,,,,0.456230449,0.016555638
1616,0,1616,1,28.38932648,-54.4814621,6.09825,3.049125 Kilometer,3049.125,1615,,,,,0.481178289,0.018307868
