OBJECTID,Join_Count,TARGET_FID,Field1,lat,lon,diam,radius,BUFF_DIST,ORIG_FID,Group_ID,Central_La,Central_Lo,Geodesic_a,Shape_Length,Shape_Area
214,0,214,1,-1.367596,-66.686363,42.107311,21.0536555 Kilometer,21053.6555,213,,,,,3.107245453,0.768198192
215,0,215,1,26.916506,-54.133229,42.06422,21.03211 Kilometer,21032.11,214,,,,,3.294866443,0.859524939
216,0,216,1,17.080908,-37.515779,42.063128,21.031564 Kilometer,21031.564,215,,,,,3.175554337,0.801732885
217,1,217,1,22.745303,-50.367359,42.011508,21.005754 Kilometer,21005.754,216,1075,23.067,-50.236,4.956,3.231749362,0.828951991
218,1,218,1,14.404884,-26.859197,41.866532,20.933266 Kilometer,20933.266,217,8194,14.476,-26.736,193.866,3.139368265,0.78386172
219,0,219,1,21.360231,-39.177653,41.758521,20.8792605 Kilometer,20879.2605,218,,,,,3.19570453,0.81101654
220,0,220,1,35.444959,-62.326619,41.418207,20.7091035 Kilometer,20709.1035,219,,,,,3.412438787,0.912077853
221,1,221,1,5.280869,-56.06501,41.360826,20.680413 Kilometer,20680.413,220,1016,5.382,-55.807,64.465,3.058225803,0.744142984
222,0,222,1,34.269981,-21.498285,41.333126,20.666563 Kilometer,20666.563,221,,,,,3.377636148,0.895451588
223,0,223,1,31.472062,-69.878398,41.117194,20.558597 Kilometer,20558.597,222,,,,,3.300571916,0.858585476
224,0,224,1,16.385313,-63.218359,40.992394,20.496197 Kilometer,20496.197,223,,,,,3.088886324,0.758654452
225,0,225,1,20.671953,-63.328333,40.847743,20.4238715 Kilometer,20423.8715,224,,,,,3.118420166,0.772444422
226,1,226,1,9.036012,-31.045256,40.715388,20.357694 Kilometer,20357.694,225,8044,9.039,-30.748,5.486,3.02299711,0.727058387
227,0,227,1,-4.276856,-68.139089,40.661697,20.3308485 Kilometer,20330.8485,226,,,,,3.004321173,0.718142634
228,0,228,1,30.78786,-69.725256,40.518509,20.2592545 Kilometer,20259.2545,227,,,,,3.239444702,0.827768965
229,0,229,1,6.433693,-35.438738,40.438948,20.219474 Kilometer,20219.474,228,,,,,2.993158311,0.712807272
230,0,230,1,26.421472,-31.854563,40.33229,20.166145 Kilometer,20166.145,229,,,,,3.151770497,0.786770106
231,0,231,1,4.300253,-39.585478,40.322636,20.161318 Kilometer,20161.318,230,,,,,2.979315027,0.706237574
232,1,232,1,12.399007,-26.072662,40.312839,20.1564195 Kilometer,20156.4195,231,8193,12.517,-25.963,14.34,3.010012425,0.72071747
233,0,233,1,28.193929,-38.405333,40.307153,20.1535765 Kilometer,20153.5765,232,,,,,3.177310224,0.798442758
234,0,234,1,31.689421,-57.069797,40.297341,20.1486705 Kilometer,20148.6705,233,,,,,3.238982401,0.826609021
235,0,235,1,10.102672,-43.279524,40.263405,20.1317025 Kilometer,20131.7025,234,,,,,2.994179845,0.713237549
236,1,236,1,12.32452,-35.549226,40.068272,20.034136 Kilometer,20034.136,235,8201,12.468,-35.58,14.425,2.991314276,0.711793029
237,0,237,1,-6.864778,-57.837791,40.065668,20.032834 Kilometer,20032.834,236,,,,,2.966833261,0.700319279
238,0,238,1,13.000906,-32.226135,40.032575,20.0162875 Kilometer,20016.2875,237,,,,,2.99268887,0.712412421
239,0,239,1,17.066185,-66.555155,40.016257,20.0081285 Kilometer,20008.1285,238,,,,,3.020888404,0.725533102
240,0,240,1,8.751385,-23.003061,39.887483,19.9437415 Kilometer,19943.7415,239,,,,,2.96036265,0.697245494
241,0,241,1,34.394484,-57.160373,39.606171,19.8030855 Kilometer,19803.0855,240,,,,,3.239246777,0.823397548
242,0,242,1,15.608579,-71.257596,39.403158,19.701579 Kilometer,19701.579,241,,,,,2.963187313,0.698241064
243,0,243,1,1.360505,-64.439949,39.332189,19.6660945 Kilometer,19666.0945,242,,,,,2.902438151,0.670259788
244,0,244,1,-4.095683,-59.023152,39.30447,19.652235 Kilometer,19652.235,243,,,,,2.903697573,0.670839953
245,0,245,1,-3.203487,-21.784131,39.135728,19.567864 Kilometer,19567.864,244,,,,,2.889790135,0.664428699
246,1,246,1,0.458946,-37.837435,38.927411,19.4637055 Kilometer,19463.7055,245,8057,0.755,-38.098,3.965,2.872205923,0.656367887
247,0,247,1,-8.98571,-30.409997,38.696933,19.3484665 Kilometer,19348.4665,246,,,,,2.872920261,0.656656798
248,0,248,1,36.53819,-49.923467,38.559627,19.2798135 Kilometer,19279.8135,247,,,,,3.202488815,0.801536514
249,0,249,1,-10.322455,-40.110537,38.408218,19.204109 Kilometer,19204.109,248,,,,,2.857207371,0.649464184
250,0,250,1,28.606895,-44.285661,38.401991,19.2009955 Kilometer,19200.9955,249,,,,,3.033587192,0.727563752
251,0,251,1,10.037934,-31.345993,38.367634,19.183817 Kilometer,19183.817,250,,,,,2.852900835,0.647514723
252,0,252,1,-7.543918,-50.620857,38.350801,19.1754005 Kilometer,19175.4005,251,,,,,2.841978995,0.64260558
253,0,253,1,31.985701,-70.217968,37.968274,18.984137 Kilometer,18984.137,252,,,,,3.057259848,0.736160894
254,0,254,1,-3.44879,-72.331283,37.741289,18.8706445 Kilometer,18870.6445,253,,,,,2.787164409,0.618071384
255,0,255,1,7.407084,-28.885661,37.408213,18.7041065 Kilometer,18704.1065,254,,,,,2.771684292,0.611207868
256,0,256,1,20.419483,-40.667558,37.338451,18.6692255 Kilometer,18669.2255,255,,,,,2.848021083,0.644337448
257,0,257,1,-9.782046,-50.406765,37.284346,18.642173 Kilometer,18642.173,256,,,,,2.771249924,0.610983226
258,0,258,1,-10.72674,-42.730659,37.013381,18.5066905 Kilometer,18506.6905,257,,,,,2.755265756,0.603933612
259,0,259,1,35.374509,-58.953425,36.669439,18.3347195 Kilometer,18334.7195,258,,,,,3.019634348,0.714266775
260,0,260,1,-10.420316,-61.340441,36.626179,18.3130895 Kilometer,18313.0895,259,,,,,2.725060774,0.5907708
261,0,261,1,29.530394,-69.193007,36.595955,18.2979775 Kilometer,18297.9775,260,,,,,2.905196994,0.666674921
262,0,262,1,-9.111204,-57.426671,36.429398,18.214699 Kilometer,18214.699,261,,,,,2.705036819,0.582145836
263,0,263,1,-11.181326,-26.797888,36.382738,18.191369 Kilometer,18191.369,262,,,,,2.710422524,0.584419474
264,0,264,1,18.959888,-35.273413,36.308977,18.1544885 Kilometer,18154.4885,263,,,,,2.75632529,0.603760504
265,1,265,1,3.747774,-56.215333,36.015367,18.0076835 Kilometer,18007.6835,264,1024,3.707,-56.158,328.542,2.660132655,0.563010366
266,0,266,1,-5.141162,-31.936411,35.90573,17.952865 Kilometer,17952.865,265,,,,,2.654548403,0.560646602
267,0,267,1,25.394604,-34.818801,35.827103,17.9135515 Kilometer,17913.5515,266,,,,,2.786555375,0.615409468
268,0,268,1,-1.307742,-27.298397,35.740379,17.8701895 Kilometer,17870.1895,267,,,,,2.63733508,0.553401032
269,0,269,1,15.718331,-43.29839,35.600505,17.8002525 Kilometer,17800.2525,268,,,,,2.677935387,0.570259977
270,0,270,1,-2.787168,-44.330258,35.524945,17.7624725 Kilometer,17762.4725,269,,,,,2.6226488,0.547254571
271,0,271,1,7.777245,-64.030791,35.25459,17.627295 Kilometer,17627.295,270,,,,,2.613233734,0.543313758
272,0,272,1,-7.492813,-56.185661,35.214956,17.607478 Kilometer,17607.478,271,,,,,2.609421665,0.541732201
273,0,273,1,9.538116,-38.792726,35.144967,17.5724835 Kilometer,17572.4835,272,,,,,2.611264178,0.542473023
274,0,274,1,14.340228,-71.089505,35.143507,17.5717535 Kilometer,17571.7535,273,,,,,2.634809857,0.552132642
275,0,275,1,14.665855,-41.32718,35.111454,17.555727 Kilometer,17555.727,274,,,,,2.634389501,0.551936769
276,0,276,1,12.2695,-40.130461,35.083589,17.5417945 Kilometer,17541.7945,275,,,,,2.618870108,0.545568174
277,0,277,1,24.46458,-46.974247,35.070568,17.535284 Kilometer,17535.284,276,,,,,2.716687464,0.58525758
278,0,278,1,16.09971,-46.590279,34.986066,17.493033 Kilometer,17493.033,277,,,,,2.634283222,0.551788027
279,0,279,1,28.756743,-42.036442,34.871854,17.435927 Kilometer,17435.927,278,,,,,2.756862859,0.600787256
280,0,280,1,20.332602,-55.424063,34.476748,17.238374 Kilometer,17238.374,279,,,,,2.628947055,0.549030568
281,0,281,1,21.277617,-69.603612,34.149021,17.0745105 Kilometer,17074.5105,280,,,,,2.612539624,0.542025473
282,0,282,1,34.430473,-47.550106,33.954613,16.9773065 Kilometer,16977.3065,281,,,,,2.777668725,0.605402545
283,0,283,1,-6.070159,-21.815888,33.903789,16.9518945 Kilometer,16951.8945,282,,,,,2.508530702,0.500655809
284,0,284,1,2.350544,-49.467865,33.858636,16.929318 Kilometer,16929.318,283,,,,,2.499193902,0.496941617
285,0,285,1,5.443502,-69.150279,33.790508,16.895254 Kilometer,16895.254,284,,,,,2.49876578,0.496767691
286,0,286,1,2.352918,-65.543717,33.768138,16.884069 Kilometer,16884.069,285,,,,,2.492516118,0.494289534
287,0,287,1,28.646801,-71.954875,33.690106,16.845053 Kilometer,16845.053,286,,,,,2.661889295,0.56015894
288,0,288,1,34.12247,-55.339601,33.628753,16.8143765 Kilometer,16814.3765,287,,,,,2.745257148,0.591662885
289,0,289,1,30.285476,-43.039058,33.625582,16.812791 Kilometer,16812.791,288,,,,,2.680589913,0.567106487
290,0,290,1,8.620752,-61.624283,33.623143,16.8115715 Kilometer,16811.5715,289,,,,,2.494957255,0.495232832
291,0,291,1,31.280354,-60.95427,33.392928,16.696464 Kilometer,16696.464,290,,,,,2.677418263,0.565101571
292,0,292,1,20.694756,-35.397489,33.386515,16.6932575 Kilometer,16693.2575,291,,,,,2.548966103,0.516069196
293,0,293,1,21.675251,-61.685661,33.068631,16.5343155 Kilometer,16534.3155,292,,,,,2.533520159,0.509654717
294,0,294,1,6.041751,-69.752114,32.876007,16.4380035 Kilometer,16438.0035,293,,,,,2.432413579,0.470730881
295,0,295,1,12.850604,-46.592868,32.642829,16.3214145 Kilometer,16321.4145,294,,,,,2.439461494,0.473352447
296,0,296,1,31.9433,-63.72822,32.62983,16.314915 Kilometer,16314.915,295,,,,,2.626679455,0.543418669
297,0,297,1,0.553702,-59.148559,32.618072,16.309036 Kilometer,16309.036,296,,,,,2.406656036,0.460818162
298,0,298,1,34.206925,-28.985661,32.444565,16.2222825 Kilometer,16222.2825,297,,,,,2.650090326,0.551271575
299,0,299,1,14.270928,-60.454593,32.418272,16.209136 Kilometer,16209.136,298,,,,,2.430088574,0.469662261
300,0,300,1,-7.85538,-73.457848,32.365313,16.1826565 Kilometer,16182.6565,299,,,,,2.39927463,0.457980475
301,0,301,1,34.273832,-45.105202,32.320229,16.1601145 Kilometer,16160.1145,300,,,,,2.641132654,0.547489402
302,0,302,1,18.622078,-44.854267,32.296423,16.1482115 Kilometer,16148.2115,301,,,,,2.449134854,0.476711866
303,0,303,1,16.565162,-61.040469,32.017347,16.0086735 Kilometer,16008.6735,302,,,,,2.413690045,0.463201993
304,0,304,1,36.43879,-70.801279,31.985322,15.992661 Kilometer,15992.661,303,,,,,2.654443683,0.550770851
305,0,305,1,-10.458663,-53.686057,31.856367,15.9281835 Kilometer,15928.1835,304,,,,,2.370292783,0.446949407
306,0,306,1,5.374938,-38.516889,31.833468,15.916734 Kilometer,15916.734,305,,,,,2.35389625,0.440830453
307,0,307,1,17.896747,-68.759266,31.833371,15.9166855 Kilometer,15916.6855,306,,,,,2.408785002,0.461206618
308,0,308,1,10.749664,-60.917663,31.815192,15.907596 Kilometer,15907.596,307,,,,,2.368369436,0.446218872
309,0,309,1,-6.381092,-38.240975,31.691839,15.8459195 Kilometer,15845.9195,308,,,,,2.34555145,0.43770726
310,0,310,1,10.192648,-60.499181,31.669801,15.8349005 Kilometer,15834.9005,309,,,,,2.35540255,0.441356127
311,0,311,1,28.979028,-31.262257,31.662349,15.8311745 Kilometer,15831.1745,310,,,,,2.506045002,0.49632551
312,0,312,1,-6.983571,-30.28149,31.640331,15.8201655 Kilometer,15820.1655,311,,,,,2.343185725,0.436820547
313,0,313,1,13.544636,-34.247007,31.625845,15.8129225 Kilometer,15812.9225,312,,,,,2.366879178,0.445575423
314,0,314,1,-0.055529,-57.739714,31.584165,15.7920825 Kilometer,15792.0825,313,,,,,2.330309711,0.432042003
315,0,315,1,33.486702,-38.300192,31.57874,15.78937 Kilometer,15789.37,314,,,,,2.567012396,0.51785034
316,0,316,1,-8.155552,-30.005996,31.409956,15.704978 Kilometer,15704.978,315,,,,,2.329309497,0.431654452
317,0,317,1,12.687317,-44.539877,31.338123,15.6690615 Kilometer,15669.0615,316,,,,,2.341180014,0.435982166
318,0,318,1,-4.7238,-53.274787,31.325347,15.6626735 Kilometer,15662.6735,317,,,,,2.315153702,0.426438538
319,0,319,1,22.550856,-35.208713,31.265151,15.6325755 Kilometer,15632.5755,318,,,,,2.403212309,0.458408776
320,0,320,1,-11.45025,-71.05854,31.234129,15.6170645 Kilometer,15617.0645,319,,,,,2.327940537,0.431098571
321,0,321,1,21.761799,-51.623093,31.204571,15.6022855 Kilometer,15602.2855,320,,,,,2.391454007,0.454080397
322,0,322,1,35.003738,-43.06846,30.841526,15.420763 Kilometer,15420.763,321,,,,,2.533018548,0.502935242
323,0,323,1,34.603879,-24.775102,30.776177,15.3880885 Kilometer,15388.0885,322,,,,,2.520629846,0.498382551
324,0,324,1,17.643156,-65.876401,30.752849,15.3764245 Kilometer,15376.4245,323,,,,,2.32530513,0.429812475
325,0,325,1,30.94799,-46.379499,30.681614,15.340807 Kilometer,15340.807,324,,,,,2.455204687,0.475377812
326,0,326,1,3.787531,-67.413139,30.677736,15.338868 Kilometer,15338.868,325,,,,,2.265905953,0.408488823
327,0,327,1,11.692964,-39.845573,30.513793,15.2568965 Kilometer,15256.8965,326,,,,,2.27524627,0.411794782
328,0,328,1,21.128924,-50.962341,30.493897,15.2469485 Kilometer,15246.9485,327,,,,,2.331644576,0.431749397
329,1,329,1,36.589075,-44.892847,30.464368,15.232184 Kilometer,15232.184,328,1083,36.799,-44.987,0.346,2.531062209,0.500596861
330,0,330,1,10.46371,-66.381262,30.418033,15.2090165 Kilometer,15209.0165,329,,,,,2.263279501,0.407498699
331,0,331,1,23.142089,-72.471721,30.384171,15.1920855 Kilometer,15192.0855,330,,,,,2.340881014,0.434819229
332,0,332,1,32.832632,-56.743663,30.354758,15.177379 Kilometer,15177.379,331,,,,,2.457106007,0.474922459
333,0,333,1,35.87573,-64.179159,30.301974,15.150987 Kilometer,15150.987,332,,,,,2.504284589,0.490776086
334,0,334,1,17.072156,-59.418336,30.27851,15.139255 Kilometer,15139.255,333,,,,,2.285747438,0.415356853
335,0,335,1,-6.251183,-63.835824,29.84227,14.921135 Kilometer,14921.135,334,,,,,2.208368723,0.387999797
336,0,336,1,7.856533,-43.525986,29.738304,14.869152 Kilometer,14869.152,335,,,,,2.204515628,0.386639292
337,0,337,1,24.465781,-44.478656,29.692444,14.846222 Kilometer,14846.222,336,,,,,2.300052682,0.419497195
338,0,338,1,7.253893,-65.772799,29.617883,14.8089415 Kilometer,14808.9415,337,,,,,2.194043725,0.38297688
339,0,339,1,7.42286,-67.525578,29.586017,14.7930085 Kilometer,14793.0085,338,,,,,2.192101941,0.382298396
340,0,340,1,0.807723,-31.346939,29.533661,14.7668305 Kilometer,14766.8305,339,,,,,2.179113683,0.377791608
341,0,341,1,7.611987,-41.534933,29.490502,14.745251 Kilometer,14745.251,340,,,,,2.185504014,0.379999455
342,1,342,1,30.572516,-33.59692,29.216916,14.608458 Kilometer,14608.458,341,8001,30.545,-33.354,22.458,2.332913033,0.429385962
343,0,343,1,20.158561,-73.218001,29.074061,14.5370305 Kilometer,14537.0305,342,,,,,2.215634566,0.389974723
344,0,344,1,28.093529,-37.267325,29.028896,14.514448 Kilometer,14514.448,343,,,,,2.287022425,0.413690587
345,0,345,1,15.52144,-22.726671,28.681114,14.340557 Kilometer,14340.557,344,,,,,2.156329607,0.369738509
346,0,346,1,35.371367,-60.864384,28.670406,14.335203 Kilometer,14335.203,345,,,,,2.360816607,0.436572818
347,0,347,1,23.60703,-49.285661,28.628495,14.3142475 Kilometer,14314.2475,346,,,,,2.209721983,0.387365716
348,0,348,1,11.878945,-44.483276,28.486142,14.243071 Kilometer,14243.071,347,,,,,2.124770324,0.359117731
349,0,349,1,20.336907,-22.727968,28.483839,14.2419195 Kilometer,14241.9195,348,,,,,2.171957645,0.374729072
350,0,350,1,5.807114,-51.485661,28.362338,14.181169 Kilometer,14181.169,349,,,,,2.097977259,0.350176064
351,0,351,1,23.446238,-41.469086,28.359535,14.1797675 Kilometer,14179.7675,350,,,,,2.187538248,0.379657267
352,0,352,1,24.40703,-35.585661,28.266901,14.1334505 Kilometer,14133.4505,351,,,,,2.189067917,0.379997997
353,0,353,1,14.401636,-31.725032,28.047352,14.023676 Kilometer,14023.676,352,,,,,2.10303534,0.351734185
354,0,354,1,9.91921,-61.48966,27.934224,13.967112 Kilometer,13967.112,353,,,,,2.076653806,0.343066839
355,0,355,1,16.73235,-42.035754,27.928331,13.9641655 Kilometer,13964.1655,354,,,,,2.106348693,0.352730645
356,0,356,1,12.370733,-29.081311,27.914943,13.9574715 Kilometer,13957.4715,355,,,,,2.08411382,0.345493957
357,0,357,1,-7.214569,-72.401461,27.8492,13.9246 Kilometer,13924.6,356,,,,,2.062920081,0.338564961
358,0,358,1,7.707107,-69.785661,27.846378,13.923189 Kilometer,13923.189,357,,,,,2.063879867,0.338877636
359,0,359,1,23.731042,-53.807661,27.82299,13.911495 Kilometer,13911.495,358,,,,,2.148629825,0.366218502
360,0,360,1,23.718695,-44.980459,27.753809,13.8769045 Kilometer,13876.9045,359,,,,,2.143179107,0.36436507
361,0,361,1,2.042951,-54.884142,27.637458,13.818729 Kilometer,13818.729,360,,,,,2.039735169,0.331004003
362,0,362,1,21.000104,-63.534568,27.630991,13.8154955 Kilometer,13815.4955,361,,,,,2.111752504,0.354162573
363,0,363,1,5.207117,-66.05335,27.593309,13.7966545 Kilometer,13796.6545,362,,,,,2.040049788,0.331104044
364,0,364,1,34.685049,-58.133653,27.549275,13.7746375 Kilometer,13774.6375,363,,,,,2.257574525,0.399719863
365,0,365,1,29.853344,-47.03403,27.448844,13.724422 Kilometer,13724.422,364,,,,,2.182852268,0.376217555
366,0,366,1,-2.597749,-39.692905,27.368873,13.6844365 Kilometer,13684.4365,365,,,,,2.020309245,0.324729148
367,0,367,1,6.949306,-45.964468,27.29947,13.649735 Kilometer,13649.735,366,,,,,2.021610031,0.325140931
368,0,368,1,11.814818,-66.75612,27.065262,13.532631 Kilometer,13532.631,367,,,,,2.018534186,0.324101801
369,0,369,1,32.262719,-22.486097,26.916389,13.4581945 Kilometer,13458.1945,368,,,,,2.170968175,0.371040871
370,0,370,1,17.614543,-69.410508,26.861935,13.4309675 Kilometer,13430.9675,369,,,,,2.030904165,0.327859089
371,0,371,1,5.542116,-28.258053,26.851944,13.425972 Kilometer,13425.972,370,,,,,1.98578232,0.313721031
372,0,372,1,5.356822,-60.318252,26.833784,13.416892 Kilometer,13416.892,371,,,,,1.984132192,0.31320019
373,0,373,1,16.749412,-69.099481,26.765971,13.3829855 Kilometer,13382.9855,372,,,,,2.018764336,0.324001651
374,0,374,1,4.851603,-32.968136,26.765519,13.3827595 Kilometer,13382.7595,373,,,,,1.978298773,0.311360661
375,0,375,1,1.745336,-33.421418,26.73186,13.36593 Kilometer,13365.93,374,,,,,1.97272114,0.309608904
376,1,376,1,-4.635868,-43.640917,26.673202,13.336601 Kilometer,13336.601,375,8047,-4.601,-43.582,0.943,1.971166637,0.309119931
377,0,377,1,9.94008,-69.312901,26.634279,13.3171395 Kilometer,13317.1395,376,,,,,1.980066138,0.31189197
378,0,378,1,0.674206,-57.807739,26.592846,13.296423 Kilometer,13296.423,377,,,,,1.962074929,0.306276205
379,0,379,1,-3.209266,-26.659895,26.55301,13.276505 Kilometer,13276.505,378,,,,,1.960606834,0.305817759
380,0,380,1,12.505122,-52.651932,26.551692,13.275846 Kilometer,13275.846,379,,,,,1.982843699,0.31272682
381,0,381,1,10.394042,-71.653597,26.529504,13.264752 Kilometer,13264.752,380,,,,,1.973695236,0.309882931
382,0,382,1,28.333165,-41.835859,26.462832,13.231416 Kilometer,13231.416,381,,,,,2.0873969,0.344543381
383,0,383,1,24.978825,-38.332785,26.437172,13.218586 Kilometer,13218.586,382,,,,,2.052392349,0.333913028
384,0,384,1,15.578471,-21.384947,26.415691,13.2078455 Kilometer,13207.8455,383,,,,,1.986274643,0.313712985
385,0,385,1,4.10508,-71.654508,26.370783,13.1853915 Kilometer,13185.3915,384,,,,,1.948126345,0.301936239
386,0,386,1,23.175384,-68.523222,26.347738,13.173869 Kilometer,13173.869,385,,,,,2.03013864,0.327025122
387,0,387,1,21.870592,-61.126973,26.323991,13.1619955 Kilometer,13161.9955,386,,,,,2.018182137,0.323364674
388,0,388,1,19.340218,-53.31632,26.316619,13.1583095 Kilometer,13158.3095,387,,,,,2.000105556,0.317860512
389,0,389,1,9.631778,-45.106929,26.290894,13.145447 Kilometer,13145.447,388,,,,,1.953616874,0.303617028
390,0,390,1,32.233219,-48.563731,26.249084,13.124542 Kilometer,13124.542,389,,,,,2.116749847,0.35275064
391,0,391,1,10.427513,-27.229455,26.091072,13.045536 Kilometer,13045.536,390,,,,,1.941178715,0.299754717
392,0,392,1,28.774807,-57.255798,26.007882,13.003941 Kilometer,13003.941,391,,,,,2.05623111,0.334194354
393,0,393,1,25.673743,-68.570649,25.996023,12.9980115 Kilometer,12998.0115,392,,,,,2.024380315,0.324717921
394,0,394,1,29.444369,-67.446215,25.975899,12.9879495 Kilometer,12987.9495,393,,,,,2.061072127,0.335549274
395,0,395,1,23.022808,-41.15626,25.856067,12.9280335 Kilometer,12928.0335,394,,,,,1.991043738,0.314570759
396,0,396,1,33.61311,-36.327188,25.776427,12.8882135 Kilometer,12888.2135,395,,,,,2.097037181,0.345504737
397,0,397,1,25.646004,-40.195385,25.721024,12.860512 Kilometer,12860.512,396,,,,,2.002709826,0.317807399
398,0,398,1,-9.41073,-40.620946,25.717432,12.858716 Kilometer,12858.716,397,,,,,1.910375229,0.290325817
399,0,399,1,34.007005,-50.285662,25.663124,12.831562 Kilometer,12831.562,398,,,,,2.093296646,0.34405441
400,0,400,1,4.665272,-24.185226,25.557052,12.778526 Kilometer,12778.526,399,,,,,1.888713473,0.28379751
401,0,401,1,-5.835939,-46.452536,25.382279,12.6911395 Kilometer,12691.1395,400,,,,,1.877560656,0.280452788
402,0,402,1,7.809994,-49.744713,25.32683,12.663415 Kilometer,12663.415,401,,,,,1.877346036,0.280382379
403,0,403,1,33.907009,-41.585661,25.315151,12.6575755 Kilometer,12657.5755,402,,,,,2.063526102,0.334391058
404,0,404,1,6.140029,-66.70326,25.314352,12.657176 Kilometer,12657.176,403,,,,,1.873059442,0.279109061
405,0,405,1,18.292057,-26.043877,25.210326,12.605163 Kilometer,12605.163,404,,,,,1.909808629,0.28987987
406,0,406,1,9.287783,-66.790532,25.132903,12.5664515 Kilometer,12566.4515,405,,,,,1.866617061,0.277177705
407,0,407,1,27.543469,-59.966278,25.099439,12.5497195 Kilometer,12549.7195,406,,,,,1.971947304,0.307689684
408,0,408,1,18.744754,-28.881347,24.916634,12.458317 Kilometer,12458.317,407,,,,,1.890154551,0.283912888
409,0,409,1,3.036622,-40.267637,24.915162,12.457581 Kilometer,12457.581,408,,,,,1.839503986,0.269200148
410,0,410,1,-8.181575,-61.046348,24.841273,12.4206365 Kilometer,12420.6365,409,,,,,1.842194867,0.269977909
411,0,411,1,17.836076,-45.177606,24.69617,12.348085 Kilometer,12348.085,410,,,,,1.868335802,0.277452662
